example_id,turn_index,edit_class,edit_class_recorded,delta_mismatch,n_unrecorded_removed,n_unrecorded_added,answer_changed,modification_type
ex_2703,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2703,6,removal,add_only,True,2,2,False,INVARIANT
ex_2703,7,removal,removal,False,0,0,True,FLIP
ex_2705,1,removal,add_only,True,1,1,True,FLIP
ex_2705,2,removal,removal,False,0,0,True,FLIP
ex_2705,3,removal,removal,False,0,0,True,FLIP
ex_2705,4,removal,removal,False,0,0,True,FLIP
ex_2705,5,removal,removal,False,0,0,True,FLIP
ex_2705,6,removal,removal,False,0,0,True,FLIP
ex_2705,7,removal,removal,False,0,0,True,FLIP
ex_2708,1,add_only,add_only,False,0,0,True,FLIP
ex_2708,2,removal,removal,False,0,0,True,FLIP
ex_2708,3,removal,add_only,True,1,0,False,INVARIANT
ex_2708,4,removal,removal,False,0,0,True,FLIP
ex_2708,5,removal,removal,True,0,1,False,INVARIANT
ex_2708,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2708,7,removal,removal,False,0,0,True,FLIP
ex_2709,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2709,2,removal,removal,False,0,0,True,FLIP
ex_2709,3,removal,removal,False,0,0,True,FLIP
ex_2709,4,removal,removal,True,0,1,True,FLIP
ex_2709,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2709,6,removal,removal,False,0,0,True,FLIP
ex_2709,7,removal,removal,False,0,0,True,FLIP
ex_2712,1,removal,removal,False,0,0,True,FLIP
ex_2712,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2712,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2712,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2712,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2712,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2712,7,removal,removal,False,0,0,True,FLIP
ex_2722,1,removal,removal,False,0,0,False,INVARIANT
ex_2722,2,removal,add_only,True,1,1,False,INVARIANT
ex_2722,3,removal,removal,False,0,0,False,INVARIANT
ex_2722,4,removal,removal,False,0,0,True,FLIP
ex_2722,5,removal,removal,True,1,1,False,INVARIANT
ex_2722,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2722,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2723,1,removal,removal,False,0,0,True,FLIP
ex_2723,2,removal,removal,False,0,0,False,INVARIANT
ex_2723,3,add_only,add_only,True,0,1,False,INVARIANT
ex_2723,4,removal,removal,True,1,1,True,FLIP
ex_2723,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2723,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2723,7,removal,removal,True,2,2,False,INVARIANT
ex_2729,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2729,2,removal,removal,False,0,0,True,FLIP
ex_2729,3,removal,removal,False,0,0,False,INVARIANT
ex_2729,4,removal,removal,False,0,0,False,INVARIANT
ex_2729,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2729,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2729,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2742,1,removal,removal,True,0,1,True,FLIP
ex_2742,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2742,3,removal,removal,True,0,1,True,FLIP
ex_2742,4,removal,removal,False,0,0,False,INVARIANT
ex_2742,5,removal,removal,False,0,0,False,INVARIANT
ex_2742,6,removal,removal,True,0,1,True,FLIP
ex_2742,7,removal,removal,False,0,0,True,FLIP
ex_2748,1,removal,removal,False,0,0,True,FLIP
ex_2748,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2748,3,removal,removal,False,0,0,False,INVARIANT
ex_2748,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2748,5,removal,removal,False,0,0,True,FLIP
ex_2748,6,removal,removal,False,0,0,False,INVARIANT
ex_2748,7,removal,removal,False,0,0,True,FLIP
ex_2749,1,removal,removal,False,0,0,False,INVARIANT
ex_2749,2,removal,removal,True,0,1,False,INVARIANT
ex_2749,3,removal,removal,False,0,0,True,FLIP
ex_2749,4,removal,removal,False,0,0,True,FLIP
ex_2749,5,removal,removal,False,0,0,True,FLIP
ex_2749,6,add_only,add_only,True,0,0,False,INVARIANT
ex_2749,7,removal,removal,False,0,0,True,FLIP
ex_2758,1,removal,removal,False,0,0,True,FLIP
ex_2758,2,add_only,add_only,False,0,0,True,FLIP
ex_2758,3,removal,removal,False,0,0,True,FLIP
ex_2758,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2758,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2758,6,removal,removal,True,0,1,False,INVARIANT
ex_2758,7,removal,removal,False,0,0,True,FLIP
ex_2763,1,removal,removal,False,0,0,False,INVARIANT
ex_2763,2,removal,removal,False,0,0,True,FLIP
ex_2763,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2763,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2763,5,removal,removal,False,0,0,True,FLIP
ex_2763,6,removal,removal,False,0,0,True,FLIP
ex_2763,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2768,1,removal,removal,False,0,0,False,INVARIANT
ex_2768,2,removal,removal,False,0,0,True,FLIP
ex_2768,3,removal,removal,False,0,0,True,FLIP
ex_2768,4,removal,removal,False,0,0,True,FLIP
ex_2768,5,removal,removal,False,0,0,True,FLIP
ex_2768,6,removal,removal,True,1,0,True,FLIP
ex_2768,7,removal,removal,False,0,0,True,FLIP
ex_2773,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2773,2,removal,removal,True,0,0,False,INVARIANT
ex_2773,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2773,4,removal,removal,True,1,0,True,FLIP
ex_2773,5,removal,removal,False,0,0,True,FLIP
ex_2773,6,removal,removal,False,0,0,False,INVARIANT
ex_2773,7,removal,removal,False,0,0,True,FLIP
ex_2779,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2779,2,removal,removal,False,0,0,True,FLIP
ex_2779,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2779,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2779,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2779,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2779,7,removal,removal,False,0,0,False,INVARIANT
ex_2786,1,removal,removal,True,0,1,True,FLIP
ex_2786,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2786,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2786,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2786,5,removal,removal,False,0,0,True,FLIP
ex_2786,6,removal,removal,False,0,0,True,FLIP
ex_2786,7,removal,removal,False,0,0,False,INVARIANT
ex_2791,1,removal,removal,False,0,0,False,INVARIANT
ex_2791,2,removal,removal,False,0,0,True,FLIP
ex_2791,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2791,4,removal,removal,False,0,0,True,FLIP
ex_2791,5,removal,add_only,True,1,1,False,INVARIANT
ex_2791,6,removal,removal,True,1,1,True,FLIP
ex_2791,7,removal,removal,False,0,0,False,INVARIANT
ex_2807,1,removal,add_only,True,1,1,False,INVARIANT
ex_2807,2,removal,removal,False,0,0,True,FLIP
ex_2807,3,add_only,add_only,False,0,0,False,INVARIANT
ex_2807,4,add_only,add_only,False,0,0,False,INVARIANT
ex_2807,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2807,6,removal,removal,False,0,0,True,FLIP
ex_2807,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2816,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2816,2,add_only,add_only,False,0,0,False,INVARIANT
ex_2816,3,removal,add_only,True,1,1,False,INVARIANT
ex_2816,4,removal,removal,True,0,1,True,FLIP
ex_2816,5,removal,add_only,True,1,1,False,INVARIANT
ex_2816,6,removal,removal,False,0,0,True,FLIP
ex_2816,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2820,1,removal,add_only,True,1,1,False,INVARIANT
ex_2820,2,removal,removal,False,0,0,False,INVARIANT
ex_2820,3,removal,removal,False,0,0,True,FLIP
ex_2820,4,removal,removal,False,0,0,True,FLIP
ex_2820,5,add_only,add_only,False,0,0,False,INVARIANT
ex_2820,6,add_only,add_only,False,0,0,False,INVARIANT
ex_2820,7,add_only,add_only,False,0,0,False,INVARIANT
ex_2826,1,add_only,add_only,False,0,0,False,INVARIANT
ex_2826,2,removal,removal,False,0,0,True,FLIP
ex_2826,3,removal,removal,False,0,0,False,INVARIANT
ex_2826,4,removal,add_only,True,1,1,True,FLIP
ex_2826,5,removal,removal,True,1,1,True,FLIP
ex_2826,6,removal,add_only,True,1,0,False,INVARIANT
ex_2826,7,removal,removal,False,0,0,False,INVARIANT
ex_2837,1,removal,removal,False,0,0,False,INVARIANT
ex_2837,2,removal,removal,False,0,0,True,FLIP
ex_2837,3,removal,removal,True,0,1,False,INVARIANT
ex_2837,4,removal,removal,True,1,1,True,FLIP
ex_2837,5,none,none,False,0,0,True,FLIP
ex_2837,6,removal,removal,True,1,1,True,FLIP
ex_2837,7,add_only,add_only,False,0,0,False,INVARIANT
ex_287,1,removal,removal,False,0,0,True,FLIP
ex_287,2,removal,add_only,True,1,1,False,INVARIANT
ex_287,3,removal,removal,True,0,1,False,INVARIANT
ex_287,4,removal,removal,False,0,0,True,FLIP
ex_287,5,removal,removal,False,0,0,True,FLIP
ex_287,6,removal,removal,False,0,0,True,FLIP
ex_287,7,removal,removal,True,0,1,False,INVARIANT
ex_290,1,removal,removal,False,0,0,True,FLIP
ex_290,2,removal,removal,False,0,0,True,FLIP
ex_290,3,add_only,add_only,False,0,0,False,INVARIANT
ex_290,4,removal,removal,False,0,0,True,FLIP
ex_290,5,add_only,add_only,False,0,0,False,INVARIANT
ex_290,6,removal,removal,False,0,0,True,FLIP
ex_290,7,removal,removal,False,0,0,True,FLIP
ex_326,1,removal,removal,False,0,0,True,FLIP
ex_326,2,removal,removal,False,0,0,True,FLIP
ex_326,3,add_only,add_only,False,0,0,False,INVARIANT
ex_326,4,add_only,add_only,False,0,0,False,INVARIANT
ex_326,5,removal,removal,False,0,0,True,FLIP
ex_326,6,removal,removal,True,1,0,True,FLIP
ex_326,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3508,1,removal,add_only,True,1,1,False,INVARIANT
ex_3508,2,removal,removal,False,0,0,False,INVARIANT
ex_3508,3,removal,add_only,True,3,3,False,INVARIANT
ex_3508,4,removal,removal,False,0,0,False,INVARIANT
ex_3508,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3508,6,removal,removal,False,0,0,True,FLIP
ex_3508,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3509,1,removal,removal,False,0,0,False,INVARIANT
ex_3509,2,removal,removal,False,0,0,True,FLIP
ex_3509,3,removal,removal,False,0,0,True,FLIP
ex_3509,4,removal,add_only,True,1,1,False,INVARIANT
ex_3509,5,removal,removal,False,0,0,False,INVARIANT
ex_3509,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3509,7,removal,removal,False,0,0,True,FLIP
ex_3515,1,removal,removal,True,0,1,True,FLIP
ex_3515,2,removal,removal,False,0,0,True,FLIP
ex_3515,3,removal,removal,False,0,0,True,FLIP
ex_3515,4,removal,removal,False,0,0,False,INVARIANT
ex_3515,5,removal,removal,True,0,1,True,FLIP
ex_3515,6,removal,removal,False,0,0,True,FLIP
ex_3515,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3518,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3518,2,removal,removal,False,0,0,True,FLIP
ex_3518,3,removal,add_only,True,1,0,True,FLIP
ex_3518,4,removal,removal,False,0,0,True,FLIP
ex_3518,5,removal,removal,False,0,0,False,INVARIANT
ex_3518,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3518,7,removal,removal,True,0,1,False,INVARIANT
ex_3519,1,removal,removal,False,0,0,True,FLIP
ex_3519,2,removal,removal,False,0,0,True,FLIP
ex_3519,3,removal,removal,False,0,0,False,INVARIANT
ex_3519,4,removal,removal,False,0,0,False,INVARIANT
ex_3519,5,removal,removal,False,0,0,False,INVARIANT
ex_3519,6,removal,removal,False,0,0,True,FLIP
ex_3519,7,removal,removal,True,0,1,True,FLIP
ex_3525,1,removal,removal,True,0,1,True,FLIP
ex_3525,2,removal,removal,False,0,0,True,FLIP
ex_3525,3,removal,removal,False,0,0,True,FLIP
ex_3525,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3525,5,removal,removal,False,0,0,True,FLIP
ex_3525,6,removal,removal,False,0,0,False,INVARIANT
ex_3525,7,removal,removal,False,0,0,True,FLIP
ex_3528,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3528,2,removal,removal,True,1,1,True,FLIP
ex_3528,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3528,4,removal,removal,False,0,0,True,FLIP
ex_3528,5,removal,removal,False,0,0,False,INVARIANT
ex_3528,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3528,7,removal,removal,False,0,0,True,FLIP
ex_3535,1,removal,removal,True,2,2,True,FLIP
ex_3535,2,removal,removal,False,0,0,False,INVARIANT
ex_3535,3,removal,removal,True,0,1,False,INVARIANT
ex_3535,4,removal,removal,False,0,0,True,FLIP
ex_3535,5,removal,removal,False,0,0,True,FLIP
ex_3535,6,removal,removal,False,0,0,False,INVARIANT
ex_3535,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3549,1,removal,removal,False,0,0,True,FLIP
ex_3549,2,removal,removal,False,0,0,False,INVARIANT
ex_3549,3,removal,removal,False,0,0,True,FLIP
ex_3549,4,removal,removal,False,0,0,True,FLIP
ex_3549,5,removal,removal,False,0,0,False,INVARIANT
ex_3549,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3549,7,removal,removal,False,0,0,True,FLIP
ex_3554,1,removal,removal,False,0,0,True,FLIP
ex_3554,2,removal,removal,False,0,0,False,INVARIANT
ex_3554,3,removal,removal,False,0,0,True,FLIP
ex_3554,4,removal,removal,False,0,0,True,FLIP
ex_3554,5,removal,removal,False,0,0,True,FLIP
ex_3554,6,removal,removal,False,0,0,True,FLIP
ex_3554,7,removal,removal,False,0,0,True,FLIP
ex_3562,1,removal,removal,False,0,0,True,FLIP
ex_3562,2,removal,removal,False,0,0,True,FLIP
ex_3562,3,removal,removal,False,0,0,False,INVARIANT
ex_3562,4,removal,removal,False,0,0,True,FLIP
ex_3562,5,removal,removal,False,0,0,True,FLIP
ex_3562,6,removal,removal,False,0,0,True,FLIP
ex_3562,7,removal,removal,True,0,1,False,INVARIANT
ex_3563,1,removal,removal,False,0,0,False,INVARIANT
ex_3563,2,add_only,add_only,False,0,0,True,FLIP
ex_3563,3,removal,removal,False,0,0,True,FLIP
ex_3563,4,removal,add_only,True,1,1,False,INVARIANT
ex_3563,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3563,6,removal,removal,False,0,0,True,FLIP
ex_3563,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3568,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3568,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3568,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3568,4,removal,removal,False,0,0,True,FLIP
ex_3568,5,removal,removal,False,0,0,True,FLIP
ex_3568,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3568,7,removal,add_only,True,1,1,False,INVARIANT
ex_3572,1,removal,add_only,True,1,0,False,INVARIANT
ex_3572,2,removal,removal,True,1,0,True,FLIP
ex_3572,3,removal,removal,False,0,0,True,FLIP
ex_3572,4,removal,removal,False,0,0,True,FLIP
ex_3572,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3572,6,removal,removal,False,0,0,False,INVARIANT
ex_3572,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3573,1,removal,removal,True,0,1,True,FLIP
ex_3573,2,removal,removal,False,0,0,True,FLIP
ex_3573,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3573,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3573,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3573,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3573,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3579,1,removal,removal,False,0,0,True,FLIP
ex_3579,2,removal,add_only,True,1,1,False,INVARIANT
ex_3579,3,removal,removal,False,0,0,False,INVARIANT
ex_3579,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3579,5,removal,removal,True,0,1,False,INVARIANT
ex_3579,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3579,7,removal,removal,False,0,0,True,FLIP
ex_3586,1,removal,removal,False,0,0,True,FLIP
ex_3586,2,removal,removal,False,0,0,True,FLIP
ex_3586,3,removal,removal,False,0,0,True,FLIP
ex_3586,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3586,5,add_only,add_only,False,0,0,True,FLIP
ex_3586,6,removal,removal,False,0,0,True,FLIP
ex_3586,7,removal,removal,True,0,2,False,INVARIANT
ex_3600,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3600,2,removal,removal,False,0,0,True,FLIP
ex_3600,3,removal,removal,False,0,0,True,FLIP
ex_3600,4,removal,removal,False,0,0,True,FLIP
ex_3600,5,removal,removal,False,0,0,True,FLIP
ex_3600,6,removal,removal,False,0,0,True,FLIP
ex_3600,7,removal,removal,False,0,0,True,FLIP
ex_3601,1,add_only,add_only,False,0,0,True,FLIP
ex_3601,2,removal,removal,False,0,0,True,FLIP
ex_3601,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3601,4,removal,removal,False,0,0,True,FLIP
ex_3601,5,removal,removal,False,0,0,True,FLIP
ex_3601,6,removal,removal,False,0,0,True,FLIP
ex_3601,7,removal,removal,False,0,0,True,FLIP
ex_361,1,removal,removal,False,0,0,True,FLIP
ex_361,2,removal,removal,False,0,0,True,FLIP
ex_361,3,removal,removal,True,0,1,False,INVARIANT
ex_361,4,add_only,add_only,False,0,0,False,INVARIANT
ex_361,5,removal,removal,False,0,0,False,INVARIANT
ex_361,6,add_only,add_only,False,0,0,False,INVARIANT
ex_361,7,removal,removal,True,0,1,False,INVARIANT
ex_3610,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3610,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3610,3,removal,removal,False,0,0,True,FLIP
ex_3610,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3610,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3610,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3610,7,removal,removal,False,0,0,True,FLIP
ex_3611,1,removal,removal,False,0,0,True,FLIP
ex_3611,2,removal,removal,False,0,0,True,FLIP
ex_3611,3,removal,removal,False,0,0,False,INVARIANT
ex_3611,4,removal,removal,False,0,0,True,FLIP
ex_3611,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3611,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3611,7,removal,removal,False,0,0,True,FLIP
ex_3616,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3616,2,removal,removal,False,0,0,True,FLIP
ex_3616,3,removal,removal,False,0,0,True,FLIP
ex_3616,4,removal,removal,False,0,0,False,INVARIANT
ex_3616,5,removal,removal,False,0,0,True,FLIP
ex_3616,6,removal,removal,False,0,0,False,INVARIANT
ex_3616,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3621,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3621,2,removal,removal,False,0,0,True,FLIP
ex_3621,3,removal,removal,True,0,4,False,INVARIANT
ex_3621,4,removal,removal,False,0,0,False,INVARIANT
ex_3621,5,removal,removal,False,0,0,True,FLIP
ex_3621,6,removal,removal,False,0,0,False,INVARIANT
ex_3621,7,removal,removal,False,0,0,True,FLIP
ex_3626,1,removal,removal,False,0,0,False,INVARIANT
ex_3626,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3626,3,removal,removal,False,0,0,False,INVARIANT
ex_3626,4,removal,removal,False,0,0,False,INVARIANT
ex_3626,5,removal,removal,False,0,0,True,FLIP
ex_3626,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3626,7,removal,removal,False,0,0,True,FLIP
ex_3627,1,add_only,add_only,False,0,0,True,FLIP
ex_3627,2,removal,removal,True,0,1,False,INVARIANT
ex_3627,3,removal,add_only,True,1,1,False,INVARIANT
ex_3627,4,removal,removal,False,0,0,True,FLIP
ex_3627,5,removal,removal,False,0,0,True,FLIP
ex_3627,6,removal,removal,False,0,0,True,FLIP
ex_3627,7,removal,removal,False,0,0,True,FLIP
ex_3630,1,removal,removal,False,0,0,True,FLIP
ex_3630,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3630,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3630,4,removal,removal,True,0,1,False,INVARIANT
ex_3630,5,removal,removal,False,0,0,True,FLIP
ex_3630,6,removal,removal,False,0,0,True,FLIP
ex_3630,7,removal,removal,False,0,0,True,FLIP
ex_3631,1,removal,removal,False,0,0,False,INVARIANT
ex_3631,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3631,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3631,4,removal,removal,True,0,1,True,FLIP
ex_3631,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3631,6,removal,removal,True,1,1,True,FLIP
ex_3631,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3641,1,removal,removal,False,0,0,True,FLIP
ex_3641,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3641,3,removal,removal,False,0,0,True,FLIP
ex_3641,4,removal,removal,False,0,0,True,FLIP
ex_3641,5,removal,removal,False,0,0,True,FLIP
ex_3641,6,removal,removal,False,0,0,True,FLIP
ex_3641,7,removal,removal,False,0,0,False,INVARIANT
ex_3651,1,removal,removal,False,0,0,False,INVARIANT
ex_3651,2,removal,removal,False,0,0,False,INVARIANT
ex_3651,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3651,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3651,5,removal,removal,False,0,0,True,FLIP
ex_3651,6,removal,removal,False,0,0,True,FLIP
ex_3651,7,removal,removal,True,0,1,False,INVARIANT
ex_366,1,removal,removal,False,0,0,True,FLIP
ex_366,2,removal,removal,False,0,0,False,INVARIANT
ex_366,3,removal,removal,True,0,1,False,INVARIANT
ex_366,4,removal,removal,False,0,0,True,FLIP
ex_366,5,add_only,add_only,False,0,0,False,INVARIANT
ex_366,6,removal,removal,False,0,0,False,INVARIANT
ex_366,7,removal,removal,True,1,1,True,FLIP
ex_3660,1,removal,removal,False,0,0,True,FLIP
ex_3660,2,removal,removal,False,0,0,True,FLIP
ex_3660,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3660,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3660,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3660,6,removal,removal,False,0,0,True,FLIP
ex_3660,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3661,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3661,2,removal,removal,False,0,0,False,INVARIANT
ex_3661,3,removal,removal,False,0,0,False,INVARIANT
ex_3661,4,removal,removal,False,0,0,True,FLIP
ex_3661,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3661,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3661,7,removal,removal,False,0,0,True,FLIP
ex_3667,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3667,2,removal,removal,False,0,0,True,FLIP
ex_3667,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3667,4,removal,removal,False,0,0,True,FLIP
ex_3667,5,removal,removal,False,0,0,False,INVARIANT
ex_3667,6,removal,removal,False,0,0,True,FLIP
ex_3667,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3670,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3670,2,removal,removal,True,0,1,True,FLIP
ex_3670,3,removal,removal,False,0,0,True,FLIP
ex_3670,4,removal,removal,False,0,0,True,FLIP
ex_3670,5,removal,removal,False,0,0,True,FLIP
ex_3670,6,removal,removal,False,0,0,True,FLIP
ex_3670,7,removal,removal,False,0,0,True,FLIP
ex_3671,1,removal,removal,True,0,1,True,FLIP
ex_3671,2,removal,removal,False,0,0,False,INVARIANT
ex_3671,3,removal,removal,True,1,0,True,FLIP
ex_3671,4,removal,removal,False,0,0,True,FLIP
ex_3671,5,removal,removal,False,0,0,True,FLIP
ex_3671,6,removal,removal,False,0,0,True,FLIP
ex_3671,7,removal,removal,False,0,0,True,FLIP
ex_3684,1,removal,removal,False,0,0,True,FLIP
ex_3684,2,removal,removal,False,0,0,True,FLIP
ex_3684,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3684,4,removal,removal,False,0,0,True,FLIP
ex_3684,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3684,6,removal,removal,False,0,0,True,FLIP
ex_3684,7,removal,removal,False,0,0,True,FLIP
ex_3704,1,removal,removal,True,1,1,True,FLIP
ex_3704,2,removal,removal,False,0,0,True,FLIP
ex_3704,3,removal,removal,False,0,0,True,FLIP
ex_3704,4,removal,removal,False,0,0,True,FLIP
ex_3704,5,removal,removal,False,0,0,True,FLIP
ex_3704,6,removal,removal,False,0,0,True,FLIP
ex_3704,7,removal,removal,False,0,0,True,FLIP
ex_3705,1,removal,removal,False,0,0,True,FLIP
ex_3705,2,removal,removal,False,0,0,True,FLIP
ex_3705,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3705,4,removal,removal,True,1,0,True,FLIP
ex_3705,5,removal,removal,False,0,0,True,FLIP
ex_3705,6,removal,removal,False,0,0,True,FLIP
ex_3705,7,add_only,add_only,False,0,0,False,INVARIANT
ex_3712,1,removal,removal,False,0,0,True,FLIP
ex_3712,2,add_only,add_only,False,0,0,False,INVARIANT
ex_3712,3,removal,add_only,True,1,1,False,INVARIANT
ex_3712,4,removal,removal,True,0,1,True,FLIP
ex_3712,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3712,6,removal,removal,False,0,0,True,FLIP
ex_3712,7,removal,removal,False,0,0,True,FLIP
ex_3715,1,add_only,add_only,False,0,0,False,INVARIANT
ex_3715,2,removal,removal,False,0,0,False,INVARIANT
ex_3715,3,removal,add_only,True,1,1,False,INVARIANT
ex_3715,4,removal,removal,False,0,0,False,INVARIANT
ex_3715,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3715,6,removal,removal,True,1,0,True,FLIP
ex_3715,7,removal,removal,False,0,0,False,INVARIANT
ex_3718,1,removal,removal,False,0,0,True,FLIP
ex_3718,2,removal,removal,True,0,1,False,INVARIANT
ex_3718,3,add_only,add_only,False,0,0,False,INVARIANT
ex_3718,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3718,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3718,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3718,7,removal,removal,False,0,0,False,INVARIANT
ex_3722,1,removal,removal,False,0,0,True,FLIP
ex_3722,2,removal,removal,False,0,0,True,FLIP
ex_3722,3,removal,removal,False,0,0,True,FLIP
ex_3722,4,add_only,add_only,False,0,0,False,INVARIANT
ex_3722,5,add_only,add_only,False,0,0,False,INVARIANT
ex_3722,6,add_only,add_only,False,0,0,False,INVARIANT
ex_3722,7,removal,removal,False,0,0,True,FLIP
ex_3724,1,removal,removal,False,0,0,False,INVARIANT
ex_3724,2,removal,removal,False,0,0,True,FLIP
ex_3724,3,removal,removal,False,0,0,True,FLIP
ex_3724,4,removal,removal,False,0,0,True,FLIP
ex_3724,5,removal,removal,True,0,1,False,INVARIANT
ex_3724,6,removal,removal,False,0,0,True,FLIP
ex_3724,7,removal,removal,False,0,0,True,FLIP
ex_3738,1,removal,removal,False,0,0,True,FLIP
ex_3738,2,removal,removal,False,0,0,True,FLIP
