model_name,model_short,task_type,operation_type,accuracy,total_count,correct_count
qwen/qwen3-30b-a3b-thinking-2507,qwen3-30b-a3b-thinking-2507,implicit_no_reasoning_no_correction,Removing,0.75,48,36
qwen/qwen3-coder,qwen3-coder,explicit,Adding,0.7883295194508009,874,689
qwen/qwen3-coder,qwen3-coder,explicit,Mixed,0.7722400857449089,1866,1441
qwen/qwen3-coder,qwen3-coder,explicit,Other,0.25,12,3
qwen/qwen3-coder,qwen3-coder,explicit,Removing,0.3333333333333333,48,16
qwen/qwen3-coder,qwen3-coder,explicit_no_correction,Adding,0.7231121281464531,874,632
qwen/qwen3-coder,qwen3-coder,explicit_no_correction,Mixed,0.7733118971061094,1866,1443
qwen/qwen3-coder,qwen3-coder,explicit_no_correction,Other,0.08333333333333333,12,1
qwen/qwen3-coder,qwen3-coder,explicit_no_correction,Removing,0.2708333333333333,48,13
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning,Adding,0.7597254004576659,874,664
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning,Mixed,0.7132904608788854,1866,1331
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning,Other,0.3333333333333333,12,4
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning,Removing,0.2916666666666667,48,14
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning_no_correction,Adding,0.700228832951945,874,612
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning_no_correction,Mixed,0.7261521972132905,1866,1355
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning_no_correction,Other,0.3333333333333333,12,4
qwen/qwen3-coder,qwen3-coder,explicit_no_reasoning_no_correction,Removing,0.3125,48,15
qwen/qwen3-coder,qwen3-coder,implicit,Adding,0.9130434782608695,874,798
qwen/qwen3-coder,qwen3-coder,implicit,Mixed,0.8697749196141479,1866,1623
qwen/qwen3-coder,qwen3-coder,implicit,Other,0.9166666666666666,12,11
qwen/qwen3-coder,qwen3-coder,implicit,Removing,0.7916666666666666,48,38
qwen/qwen3-coder,qwen3-coder,implicit_no_correction,Adding,0.8821510297482837,874,771
qwen/qwen3-coder,qwen3-coder,implicit_no_correction,Mixed,0.8697749196141479,1866,1623
qwen/qwen3-coder,qwen3-coder,implicit_no_correction,Other,0.75,12,9
qwen/qwen3-coder,qwen3-coder,implicit_no_correction,Removing,0.7708333333333334,48,37
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning,Adding,0.9096109839816934,874,795
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning,Mixed,0.8536977491961415,1866,1593
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning,Other,0.6666666666666666,12,8
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning,Removing,0.7916666666666666,48,38
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning_no_correction,Adding,0.8867276887871853,874,775
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning_no_correction,Mixed,0.8644158628081458,1866,1613
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning_no_correction,Other,0.5833333333333334,12,7
qwen/qwen3-coder,qwen3-coder,implicit_no_reasoning_no_correction,Removing,0.7916666666666666,48,38
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit,Adding,0.631578947368421,874,552
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit,Mixed,0.5176848874598071,1866,966
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit,Other,0.3333333333333333,12,4
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit,Removing,0.2916666666666667,48,14
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_correction,Adding,0.4748283752860412,874,415
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_correction,Mixed,0.5021436227224009,1866,937
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_correction,Other,0.25,12,3
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_correction,Removing,0.14583333333333334,48,7
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning,Adding,0.5892448512585813,874,515
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning,Mixed,0.45980707395498394,1866,858
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning,Other,0.5,12,6
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning,Removing,0.1875,48,9
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning_no_correction,Adding,0.4462242562929062,874,390
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning_no_correction,Mixed,0.4592711682743837,1866,857
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning_no_correction,Other,0.16666666666666666,12,2
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,explicit_no_reasoning_no_correction,Removing,0.16666666666666666,48,8
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit,Adding,0.9107551487414187,874,796
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit,Mixed,0.7963558413719185,1866,1486
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit,Other,0.8333333333333334,12,10
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit,Removing,0.6875,48,33
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_correction,Adding,0.8764302059496567,874,766
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_correction,Mixed,0.8081457663451233,1866,1508
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_correction,Other,0.6666666666666666,12,8
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_correction,Removing,0.6666666666666666,48,32
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning,Adding,0.879862700228833,874,769
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning,Mixed,0.7786709539121115,1866,1453
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning,Other,0.75,12,9
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning,Removing,0.6875,48,33
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning_no_correction,Adding,0.8409610983981693,874,735
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning_no_correction,Mixed,0.792604501607717,1866,1479
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning_no_correction,Other,0.6666666666666666,12,8
qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,implicit_no_reasoning_no_correction,Removing,0.6458333333333334,48,31
x-ai/grok-code-fast-1,grok-code-fast-1,explicit,Adding,0.8489702517162472,874,742
x-ai/grok-code-fast-1,grok-code-fast-1,explicit,Mixed,0.84994640943194,1866,1586
x-ai/grok-code-fast-1,grok-code-fast-1,explicit,Other,0.5,12,6
x-ai/grok-code-fast-1,grok-code-fast-1,explicit,Removing,0.5416666666666666,48,26
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_correction,Adding,0.7986270022883295,874,698
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_correction,Mixed,0.8472668810289389,1866,1581
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_correction,Other,0.4166666666666667,12,5
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_correction,Removing,0.3333333333333333,48,16
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning,Adding,0.8592677345537757,874,751
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning,Mixed,0.8413719185423365,1866,1570
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning,Other,0.5,12,6
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning,Removing,0.3958333333333333,48,19
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning_no_correction,Adding,0.8260869565217391,874,722
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning_no_correction,Mixed,0.8445873526259379,1866,1576
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning_no_correction,Other,0.4166666666666667,12,5
x-ai/grok-code-fast-1,grok-code-fast-1,explicit_no_reasoning_no_correction,Removing,0.4166666666666667,48,20
x-ai/grok-code-fast-1,grok-code-fast-1,implicit,Adding,0.9221967963386728,874,806
x-ai/grok-code-fast-1,grok-code-fast-1,implicit,Mixed,0.8944265809217578,1866,1669
x-ai/grok-code-fast-1,grok-code-fast-1,implicit,Other,0.5,12,6
x-ai/grok-code-fast-1,grok-code-fast-1,implicit,Removing,0.8125,48,39
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_correction,Adding,0.8878718535469108,874,776
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_correction,Mixed,0.867631296891747,1866,1619
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_correction,Other,0.6666666666666666,12,8
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_correction,Removing,0.7708333333333334,48,37
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning,Adding,0.9336384439359268,874,816
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning,Mixed,0.887459807073955,1866,1656
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning,Other,0.6666666666666666,12,8
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning,Removing,0.7916666666666666,48,38
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning_no_correction,Adding,0.8913043478260869,874,779
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning_no_correction,Mixed,0.87513397642015,1866,1633
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning_no_correction,Other,0.5833333333333334,12,7
x-ai/grok-code-fast-1,grok-code-fast-1,implicit_no_reasoning_no_correction,Removing,0.8125,48,39
