filename,total_entries,qwen/qwen3-235b-a22b-2507,google/gemini-2.5-flash,openai/gpt-5-mini,majority
ex_1741.json,7,0,0,0,False
ex_904.json,7,0,1,1,True
ex_1038.json,7,1,1,1,True
ex_1487.json,7,0,1,1,True
ex_2478.json,7,0,0,0,False
ex_3639.json,7,0,1,1,True
ex_2244.json,7,0,0,0,False
ex_504.json,7,0,0,0,False
ex_3785.json,7,0,1,1,True
ex_1242.json,7,0,1,0,False
ex_857.json,7,0,0,0,False
ex_2194.json,7,0,0,0,False
ex_2747.json,7,1,1,0,True
ex_3506.json,7,0,1,1,True
ex_2317.json,7,0,0,1,False
ex_441.json,7,1,1,1,True
ex_1868.json,7,0,1,0,False
ex_338.json,7,0,1,1,True
ex_2252.json,7,1,1,1,True
ex_2602.json,7,1,1,1,True
ex_1700.json,7,1,1,1,True
ex_800.json,7,0,0,0,False
ex_2086.json,7,0,0,0,False
ex_1350.json,7,0,0,0,False
ex_553.json,7,0,1,1,True
ex_2069.json,7,0,1,0,False
ex_1079.json,7,0,1,1,True
ex_1995.json,7,0,1,0,False
ex_2655.json,7,0,0,0,False
ex_2205.json,7,0,1,0,False
ex_178.json,7,0,0,0,False
ex_528.json,7,0,1,1,True
ex_26.json,7,1,0,1,True
ex_482.json,7,0,0,1,False
ex_1794.json,7,0,1,0,False
ex_2157.json,7,0,1,1,True
ex_3603.json,7,0,0,0,False
ex_1452.json,7,0,1,1,True
ex_1901.json,7,1,1,1,True
ex_3879.json,7,0,0,0,False
ex_2784.json,7,0,0,0,False
ex_3896.json,7,0,1,1,True
ex_1844.json,7,0,1,1,True
ex_251.json,7,0,1,1,True
ex_314.json,7,0,1,0,False
ex_1147.json,7,1,1,1,True
ex_3654.json,7,0,1,0,False
ex_1393.json,7,0,0,0,False
ex_2291.json,7,0,1,1,True
ex_2550.json,7,1,1,1,True
ex_2415.json,7,0,0,1,False
ex_2045.json,7,0,0,0,False
ex_1517.json,7,0,1,1,True
ex_2100.json,7,1,0,0,False
ex_2229.json,7,0,1,0,False
ex_2803.json,7,1,1,1,True
ex_1813.json,7,0,0,0,False
ex_1405.json,7,0,1,1,True
ex_3707.json,7,0,1,1,True
ex_2116.json,7,0,0,0,False
ex_3592.json,7,0,1,1,True
ex_3642.json,7,0,0,0,False
ex_2696.json,7,0,1,1,True
ex_990.json,7,0,0,0,False
ex_1940.json,7,0,1,1,True
ex_139.json,7,0,1,0,False
ex_3584.json,7,0,1,1,True
ex_2680.json,7,0,1,1,True
ex_2395.json,7,0,1,0,False
ex_705.json,7,0,0,0,False
ex_88.json,7,0,1,0,False
ex_2454.json,7,1,1,1,True
ex_2141.json,7,0,1,1,True
ex_1782.json,7,0,0,0,False
ex_1297.json,7,0,1,1,True
ex_67.json,7,0,1,1,True
ex_210.json,7,0,1,0,False
ex_2268.json,7,1,1,1,True
ex_617.json,7,1,1,1,True
ex_2792.json,7,0,0,0,False
ex_3750.json,7,0,0,1,False
ex_2638.json,7,0,1,0,False
ex_30.json,7,0,1,1,True
ex_1444.json,7,0,0,0,False
ex_1014.json,7,1,1,1,True
ex_752.json,7,1,1,1,True
ex_1825.json,7,1,1,1,True
ex_3818.json,7,1,1,1,True
ex_1126.json,7,0,0,0,False
ex_375.json,7,0,1,1,True
ex_1501.json,7,0,1,0,False
ex_1960.json,7,1,1,0,True
ex_3727.json,7,0,0,0,False
ex_2589.json,7,0,1,1,True
ex_2835.json,7,0,1,0,False
ex_2566.json,7,0,1,1,True
ex_3880.json,7,0,1,1,True
ex_2136.json,7,0,0,0,False
ex_1852.json,7,0,1,0,False
ex_288.json,7,1,1,1,True
ex_1171.json,7,0,0,0,False
ex_772.json,7,0,1,1,True
ex_2423.json,7,0,1,1,True
ex_2073.json,7,0,0,0,False
ex_2248.json,7,0,0,0,False
ex_322.json,7,0,0,0,False
ex_2531.json,7,0,1,1,True
ex_1937.json,7,0,0,0,False
ex_2618.json,7,0,1,1,True
ex_3770.json,7,0,1,0,False
ex_3635.json,7,0,1,1,True
ex_1464.json,7,0,1,1,True
ex_3859.json,7,0,0,0,False
ex_637.json,7,0,1,1,True
ex_908.json,7,0,0,0,False
ex_1864.json,7,1,1,1,True
ex_1258.json,7,0,1,1,True
ex_271.json,7,0,1,1,True
ex_2462.json,7,1,1,1,True
ex_3766.json,7,0,1,1,True
ex_508.json,7,0,1,1,True
ex_2198.json,7,1,0,0,False
ex_1167.json,7,0,0,0,False
ex_2177.json,7,0,0,0,False
ex_0.json,7,0,0,1,False
ex_676.json,7,0,1,1,True
ex_1976.json,7,0,1,1,True
ex_363.json,7,0,1,0,False
ex_699.json,7,0,1,1,True
ex_51.json,7,0,1,1,True
ex_2209.json,7,0,0,1,False
ex_2120.json,7,0,1,0,False
ex_1075.json,7,0,0,0,False
ex_3731.json,7,0,1,0,False
ex_2823.json,7,0,1,1,True
ex_1219.json,7,0,1,1,True
ex_3526.json,7,0,1,1,True
ex_3674.json,7,0,0,0,False
ex_2272.json,7,0,1,1,True
ex_1848.json,7,0,0,0,False
ex_318.json,7,0,1,1,True
ex_748.json,7,1,0,1,True
ex_461.json,7,0,0,0,False
ex_2767.json,7,0,0,0,False
ex_524.json,7,0,1,1,True
ex_877.json,7,1,1,1,True
ex_932.json,7,0,1,1,True
ex_1632.json,7,0,0,0,False
ex_2360.json,7,0,0,1,False
ex_3967.json,7,1,1,1,True
ex_1409.json,7,0,1,1,True
ex_92.json,7,0,1,0,False
ex_2675.json,7,0,1,1,True
ex_3571.json,7,0,0,0,False
ex_820.json,7,0,1,1,True
ex_123.json,7,1,1,0,True
ex_1665.json,7,0,1,1,True
ex_1235.json,7,0,1,1,True
ex_2730.json,7,0,1,1,True
ex_3567.json,7,1,1,1,True
ex_2376.json,7,0,1,1,True
ex_2233.json,7,0,1,0,False
ex_436.json,7,0,1,1,True
ex_1809.json,7,0,1,1,True
ex_1366.json,7,0,1,1,True
ex_1018.json,7,0,0,0,False
ex_2634.json,7,0,1,1,True
ex_3926.json,7,0,0,0,False
ex_2321.json,7,0,1,0,False
ex_477.json,7,0,1,1,True
ex_1673.json,7,0,1,0,False
ex_359.json,7,0,0,0,False
ex_1624.json,7,0,1,1,True
ex_3619.json,7,0,0,0,False
ex_3863.json,7,0,1,1,True
ex_924.json,7,0,1,1,True
ex_498.json,7,0,0,0,False
ex_162.json,7,0,1,1,True
ex_1274.json,7,0,0,0,False
